symbol,date,act_log_ret,model_h2,mean_log_ret,vol_log_ret,accuracy_model_h2
PTR,8/13/2015,0.003,-0.001,0.04,-0.007,0.252
PTR,8/14/2015,0.003,0.013,0.04,-0.007,0.626
PTR,8/17/2015,-0.02,0.011,0.04,-0.007,0.313
PTR,8/18/2015,-0.018,-0.001,0.04,-0.007,0.657
PTR,8/19/2015,-0.051,-0.023,0.04,-0.007,0.828
PTR,8/20/2015,-0.092,-0.031,0.04,-0.008,0.914
PTR,8/21/2015,-0.12,-0.009,0.041,-0.008,0.957
PTR,8/24/2015,-0.166,-0.016,0.042,-0.009,0.979
PTR,8/25/2015,-0.155,-0.02,0.043,-0.01,0.989
PTR,8/26/2015,-0.092,-0.021,0.043,-0.01,0.995
PTR,8/27/2015,0.007,-0.004,0.043,-0.011,0.497
PTR,8/28/2015,0.024,0.014,0.043,-0.01,0.749
PTR,8/31/2015,0.052,0.034,0.043,-0.01,0.874
PTR,9/1/2015,-0.021,0.01,0.043,-0.011,0.437
PTR,9/2/2015,-0.052,-0.008,0.043,-0.011,0.719
PTR,9/3/2015,-0.105,-0.032,0.043,-0.012,0.859
PTR,9/4/2015,-0.149,-0.037,0.044,-0.012,0.93
PTR,9/8/2015,-0.077,-0.035,0.044,-0.012,0.965
PTR,9/9/2015,0.007,0,0.044,-0.012,0.982
PTR,9/10/2015,-0.003,-0.005,0.044,-0.012,0.991
PTR,9/11/2015,-0.041,-0.003,0.044,-0.012,0.996
PTR,9/14/2015,0.016,0.017,0.044,-0.011,0.998
PTR,9/15/2015,-0.03,0.007,0.044,-0.011,0.499
PTR,9/16/2015,-0.008,0.004,0.044,-0.011,0.249
PTR,9/17/2015,-0.018,0,0.044,-0.011,0.125
PTR,9/18/2015,-0.012,-0.003,0.044,-0.011,0.562
PTR,9/21/2015,-0.001,0.002,0.044,-0.011,0.281
PTR,9/22/2015,-0.01,0.003,0.044,-0.011,0.141
PTR,9/23/2015,-0.078,-0.015,0.044,-0.011,0.57
PTR,9/24/2015,-0.057,-0.01,0.044,-0.012,0.785
PTR,9/25/2015,-0.039,-0.009,0.044,-0.012,0.893
PTR,9/28/2015,-0.062,-0.007,0.044,-0.012,0.946
PTR,9/29/2015,-0.082,0.005,0.044,-0.012,0.473
PTR,9/30/2015,-0.019,0.001,0.044,-0.012,0.237
PTR,10/1/2015,-0.016,-0.005,0.044,-0.012,0.618
PTR,10/2/2015,0.03,-0.01,0.044,-0.012,0.309
PTR,10/5/2015,0.058,0.005,0.044,-0.011,0.655
PTR,10/6/2015,0.109,0.02,0.045,-0.011,0.827
PTR,10/7/2015,0.131,0.008,0.046,-0.01,0.914
PTR,10/8/2015,0.141,0.021,0.047,-0.01,0.957
PTR,10/9/2015,0.094,0.011,0.047,-0.009,0.978
PTR,10/12/2015,0.099,0.001,0.048,-0.009,0.989
PTR,10/13/2015,0.049,0.011,0.047,-0.008,0.995
PTR,10/14/2015,0.017,0.005,0.047,-0.008,0.997
PTR,10/15/2015,0.029,0.003,0.047,-0.008,0.999
PTR,10/16/2015,0.047,0.004,0.048,-0.007,0.999
PTR,10/19/2015,0.023,-0.006,0.048,-0.007,0.5
PTR,10/20/2015,0.034,-0.003,0.048,-0.007,0.25
PTR,10/21/2015,-0.008,0.012,0.048,-0.007,0.125
PTR,10/22/2015,-0.019,0.002,0.048,-0.008,0.062
PTR,10/23/2015,-0.019,0.001,0.048,-0.008,0.031
PTR,10/26/2015,-0.045,0.001,0.048,-0.008,0.016
PTR,10/27/2015,-0.046,-0.003,0.048,-0.008,0.508
PTR,10/28/2015,-0.013,-0.005,0.048,-0.008,0.754
PTR,10/29/2015,-0.055,-0.001,0.048,-0.008,0.877
PTR,10/30/2015,-0.047,-0.017,0.048,-0.009,0.938
PTR,11/2/2015,-0.012,-0.017,0.048,-0.009,0.969
PTR,11/3/2015,0.012,-0.014,0.048,-0.009,0.485
PTR,11/4/2015,0.005,-0.005,0.048,-0.008,0.242
PTR,11/5/2015,0.02,0.003,0.048,-0.008,0.621
PTR,11/6/2015,-0.019,-0.003,0.048,-0.008,0.811
PTR,11/9/2015,-0.037,-0.014,0.048,-0.008,0.905
PTR,11/10/2015,-0.06,-0.011,0.048,-0.008,0.953
PTR,11/11/2015,-0.086,-0.018,0.048,-0.008,0.976
PTR,11/12/2015,-0.069,-0.017,0.048,-0.008,0.988
PTR,11/13/2015,-0.075,-0.006,0.048,-0.008,0.994
PTR,11/16/2015,-0.037,0.001,0.048,-0.008,0.497
PTR,11/17/2015,-0.047,0.001,0.048,-0.008,0.249
PTR,11/18/2015,-0.041,-0.004,0.048,-0.008,0.624
PTR,11/19/2015,-0.04,0.001,0.048,-0.009,0.312
PTR,11/20/2015,0.008,-0.001,0.048,-0.009,0.156
PTR,11/23/2015,-0.004,-0.011,0.048,-0.009,0.578
PTR,11/24/2015,0.041,0.012,0.048,-0.009,0.789
PTR,11/25/2015,0.059,0.019,0.048,-0.008,0.895
PTR,11/27/2015,-0.008,0.027,0.048,-0.008,0.447
PTR,11/30/2015,-0.012,0.024,0.048,-0.008,0.224
PTR,12/1/2015,0.003,0.01,0.047,-0.007,0.612
PTR,12/2/2015,-0.034,0.023,0.047,-0.007,0.306
PTR,12/3/2015,-0.032,0.003,0.047,-0.008,0.153
PTR,12/4/2015,0.009,0.015,0.047,-0.008,0.576
PTR,12/7/2015,-0.048,0.005,0.047,-0.008,0.288
PTR,12/8/2015,-0.068,-0.013,0.048,-0.008,0.644
PTR,12/9/2015,-0.068,-0.024,0.048,-0.008,0.822
PTR,12/10/2015,-0.085,-0.024,0.048,-0.008,0.911
PTR,12/11/2015,-0.105,-0.03,0.048,-0.008,0.956
PTR,12/14/2015,-0.049,-0.023,0.048,-0.009,0.978
PTR,12/15/2015,-0.022,-0.011,0.048,-0.009,0.989
PTR,12/16/2015,0.009,-0.003,0.048,-0.009,0.494
PTR,12/17/2015,-0.005,-0.005,0.047,-0.009,0.747
PTR,12/18/2015,0.042,0.02,0.047,-0.01,0.874
PTR,12/21/2015,0.03,0.023,0.047,-0.01,0.937
PTR,12/22/2015,0,0.017,0.047,-0.01,0.718
PTR,12/23/2015,0.04,0.015,0.047,-0.01,0.859
PTR,12/24/2015,0.057,0.011,0.047,-0.01,0.93
PTR,12/28/2015,0.017,0.01,0.047,-0.009,0.965
PTR,12/29/2015,0.007,0.011,0.047,-0.009,0.982
PTR,12/30/2015,-0.009,0.006,0.047,-0.009,0.491
PTR,12/31/2015,-0.071,-0.015,0.047,-0.01,0.746
PTR,1/4/2016,-0.079,-0.005,0.047,-0.01,0.873
PTR,1/5/2016,-0.061,-0.008,0.047,-0.01,0.936
PTR,1/6/2016,-0.086,-0.017,0.048,-0.011,0.968
PTR,1/7/2016,-0.11,-0.014,0.048,-0.011,0.984
PTR,1/8/2016,-0.115,-0.022,0.048,-0.012,0.992
PTR,1/11/2016,-0.124,-0.022,0.049,-0.012,0.996
PTR,1/12/2016,-0.106,-0.022,0.049,-0.013,0.998
PTR,1/13/2016,-0.092,-0.017,0.049,-0.013,0.999
PTR,1/14/2016,-0.009,0,0.049,-0.013,0.5
PTR,1/15/2016,-0.061,-0.006,0.049,-0.013,0.75
PTR,1/19/2016,-0.01,0.005,0.049,-0.013,0.375
PTR,1/20/2016,-0.06,0.006,0.05,-0.014,0.187
PTR,1/21/2016,-0.011,0.006,0.05,-0.014,0.094
PTR,1/22/2016,0.016,0.006,0.05,-0.014,0.547
PTR,1/25/2016,0.041,0.026,0.05,-0.013,0.773
PTR,1/26/2016,0.036,0.03,0.05,-0.013,0.887
PTR,1/27/2016,0.087,0.045,0.05,-0.013,0.943
PTR,1/28/2016,0.069,0.046,0.05,-0.012,0.972
PTR,1/29/2016,0.03,0.026,0.05,-0.012,0.986
PTR,2/1/2016,0.021,0,0.05,-0.012,0.493
PTR,2/2/2016,-0.034,0.003,0.05,-0.012,0.246
PTR,2/3/2016,-0.002,-0.008,0.05,-0.012,0.623
PTR,2/4/2016,-0.004,-0.014,0.05,-0.012,0.812
PTR,2/5/2016,-0.031,-0.031,0.05,-0.013,0.906
PTR,2/8/2016,-0.023,-0.032,0.05,-0.013,0.953
PTR,2/9/2016,-0.001,-0.038,0.05,-0.012,0.976
PTR,2/10/2016,-0.037,-0.009,0.05,-0.013,0.988
PTR,2/11/2016,-0.049,-0.019,0.05,-0.013,0.994
PTR,2/12/2016,0.004,-0.029,0.05,-0.013,0.497
PTR,2/16/2016,0.072,-0.02,0.05,-0.013,0.249
PTR,2/17/2016,0.137,0.001,0.051,-0.012,0.624
PTR,2/18/2016,0.131,0.01,0.052,-0.012,0.812
PTR,2/19/2016,0.139,0.025,0.053,-0.011,0.906
PTR,2/22/2016,0.129,0.024,0.053,-0.011,0.953
PTR,2/23/2016,0.057,0.003,0.053,-0.011,0.977
PTR,2/24/2016,0.011,0.004,0.053,-0.011,0.988
PTR,2/25/2016,0.007,0.001,0.053,-0.011,0.994
PTR,2/26/2016,0.022,0.01,0.053,-0.011,0.997
PTR,2/29/2016,-0.031,-0.01,0.053,-0.011,0.999
PTR,3/1/2016,0.047,0.027,0.054,-0.01,0.999
PTR,3/2/2016,0.073,0.037,0.054,-0.01,1
PTR,3/3/2016,0.073,0.047,0.054,-0.009,1
PTR,3/4/2016,0.08,0.018,0.054,-0.009,1
PTR,3/7/2016,0.079,0.033,0.054,-0.008,1
PTR,3/8/2016,-0.005,0.006,0.054,-0.008,0.5
PTR,3/9/2016,-0.031,-0.004,0.054,-0.008,0.75
PTR,3/10/2016,-0.038,-0.012,0.054,-0.008,0.875
PTR,3/11/2016,-0.008,-0.024,0.054,-0.008,0.937
PTR,3/14/2016,-0.026,-0.03,0.054,-0.008,0.969
PTR,3/15/2016,0.014,-0.001,0.054,-0.008,0.484
PTR,3/16/2016,0.015,-0.01,0.054,-0.008,0.242
PTR,3/17/2016,0.045,-0.002,0.054,-0.008,0.121
PTR,3/18/2016,-0.018,-0.02,0.054,-0.008,0.561
PTR,3/21/2016,0.001,-0.011,0.054,-0.008,0.28
PTR,3/22/2016,-0.006,0.014,0.054,-0.008,0.14
PTR,3/23/2016,-0.041,0.011,0.054,-0.008,0.07
PTR,3/24/2016,-0.066,0.018,0.054,-0.008,0.035
PTR,3/28/2016,-0.051,0.013,0.054,-0.009,0.018
PTR,3/29/2016,-0.055,0.008,0.054,-0.009,0.009
PTR,3/30/2016,-0.029,0.013,0.054,-0.01,0.004
PTR,3/31/2016,-0.003,0.022,0.054,-0.01,0.002
PTR,4/1/2016,-0.009,-0.003,0.053,-0.01,0.501
PTR,4/4/2016,-0.034,-0.011,0.053,-0.011,0.751
PTR,4/5/2016,-0.049,-0.012,0.053,-0.011,0.875
PTR,4/6/2016,-0.039,-0.031,0.052,-0.012,0.938
PTR,4/7/2016,-0.068,-0.034,0.051,-0.013,0.969
PTR,4/8/2016,-0.029,-0.029,0.051,-0.013,0.984
PTR,4/11/2016,-0.006,-0.019,0.05,-0.014,0.992
PTR,4/12/2016,0.058,-0.009,0.05,-0.014,0.496
PTR,4/13/2016,0.074,0.004,0.05,-0.014,0.748
PTR,4/14/2016,0.107,0.03,0.051,-0.013,0.874
PTR,4/15/2016,0.062,0.038,0.051,-0.013,0.937
PTR,4/18/2016,0.08,0.03,0.051,-0.013,0.969
PTR,4/19/2016,0.074,0.034,0.051,-0.013,0.984
PTR,4/20/2016,0.027,0.015,0.051,-0.012,0.992
PTR,4/21/2016,0.023,0.002,0.052,-0.012,0.996
PTR,4/22/2016,0.059,0.007,0.052,-0.012,0.998
PTR,4/25/2016,0.044,0.023,0.052,-0.012,0.999
PTR,4/26/2016,0.024,-0.006,0.052,-0.012,0.5
PTR,4/27/2016,0.07,-0.013,0.052,-0.011,0.25
PTR,4/28/2016,0.04,-0.031,0.052,-0.011,0.125
PTR,4/29/2016,0.017,-0.034,0.052,-0.011,0.062
WMT,1/2/2015,-0.006,-0.018,0.02,0.002,0.75
WMT,1/5/2015,-0.015,-0.018,0.02,0.002,0.875
WMT,1/6/2015,-0.004,-0.013,0.02,0.002,0.937
WMT,1/7/2015,0.021,-0.007,0.02,0.002,0.469
WMT,1/8/2015,0.052,-0.002,0.02,0.003,0.234
WMT,1/9/2015,0.039,0.005,0.02,0.003,0.617
WMT,1/12/2015,0.05,0.009,0.02,0.003,0.809
WMT,1/13/2015,0.034,0.006,0.02,0.003,0.904
WMT,1/14/2015,-0.023,0.005,0.02,0.003,0.452
WMT,1/15/2015,-0.035,-0.009,0.021,0.003,0.726
WMT,1/16/2015,-0.029,-0.006,0.021,0.003,0.863
WMT,1/20/2015,-0.038,-0.013,0.021,0.003,0.932
WMT,1/21/2015,-0.03,-0.016,0.021,0.003,0.966
WMT,1/22/2015,0.019,-0.001,0.02,0.003,0.483
WMT,1/23/2015,0.013,-0.002,0.02,0.004,0.241
WMT,1/26/2015,0.021,-0.004,0.02,0.004,0.121
WMT,1/27/2015,0.01,0.005,0.02,0.004,0.56
WMT,1/28/2015,0.002,-0.01,0.02,0.004,0.28
WMT,1/29/2015,-0.007,-0.025,0.02,0.004,0.64
WMT,1/30/2015,-0.041,-0.025,0.021,0.004,0.82
WMT,2/2/2015,-0.033,-0.03,0.021,0.004,0.91
WMT,2/3/2015,-0.015,-0.016,0.021,0.004,0.955
WMT,2/4/2015,-0.002,-0.019,0.02,0.004,0.978
WMT,2/5/2015,-0.005,-0.015,0.02,0.004,0.989
WMT,2/6/2015,0.027,0,0.02,0.004,0.494
WMT,2/9/2015,0.002,0.003,0.02,0.004,0.747
WMT,2/10/2015,0.013,0.003,0.02,0.004,0.874
WMT,2/11/2015,-0.004,0.006,0.02,0.004,0.437
WMT,2/12/2015,-0.016,0.002,0.02,0.003,0.218
WMT,2/13/2015,-0.018,0,0.02,0.003,0.109
WMT,2/17/2015,0.001,0.012,0.02,0.003,0.555
WMT,2/18/2015,-0.012,0.005,0.02,0.003,0.277
WMT,2/19/2015,-0.033,0.009,0.02,0.003,0.139
WMT,2/20/2015,-0.019,0.011,0.02,0.003,0.069
WMT,2/23/2015,-0.014,0.01,0.02,0.003,0.035
WMT,2/24/2015,-0.016,0.01,0.02,0.003,0.017
WMT,2/25/2015,-0.032,-0.005,0.02,0.003,0.509
WMT,2/26/2015,0.003,0.009,0.02,0.003,0.754
WMT,2/27/2015,-0.004,0.022,0.02,0.003,0.377
WMT,3/2/2015,-0.008,-0.004,0.02,0.003,0.689
WMT,3/3/2015,-0.014,-0.001,0.02,0.003,0.844
WMT,3/4/2015,-0.012,0.001,0.02,0.003,0.422
WMT,3/5/2015,-0.003,-0.007,0.02,0.003,0.711
WMT,3/6/2015,-0.016,-0.008,0.02,0.003,0.856
WMT,3/9/2015,-0.013,-0.008,0.02,0.003,0.928
WMT,3/10/2015,-0.016,-0.004,0.02,0.002,0.964
WMT,3/11/2015,-0.017,-0.004,0.02,0.002,0.982
WMT,3/12/2015,-0.014,-0.007,0.02,0.002,0.991
WMT,3/13/2015,-0.002,0.001,0.02,0.002,0.495
WMT,3/16/2015,0.011,-0.003,0.02,0.002,0.248
WMT,3/17/2015,0.013,0.011,0.02,0.002,0.624
WMT,3/18/2015,0.023,0.014,0.02,0.002,0.812
WMT,3/19/2015,-0.005,0.007,0.02,0.002,0.406
WMT,3/20/2015,0.016,0.006,0.02,0.002,0.703
WMT,3/23/2015,0,-0.008,0.02,0.002,0.601
WMT,3/24/2015,0.005,-0.003,0.02,0.002,0.301
WMT,3/25/2015,-0.015,0.007,0.02,0.002,0.15
WMT,3/26/2015,0.005,0.012,0.02,0.002,0.575
WMT,3/27/2015,-0.023,-0.009,0.02,0.002,0.788
WMT,3/30/2015,-0.009,-0.006,0.02,0.002,0.894
WMT,3/31/2015,-0.01,-0.006,0.02,0.002,0.947
WMT,4/1/2015,-0.008,0.006,0.02,0.002,0.473
WMT,4/2/2015,-0.014,-0.016,0.02,0.002,0.737
WMT,4/6/2015,-0.004,-0.008,0.02,0.002,0.868
WMT,4/7/2015,-0.025,-0.017,0.02,0.001,0.934
WMT,4/8/2015,-0.015,-0.009,0.02,0.001,0.967
WMT,4/9/2015,0.002,0.003,0.02,0.001,0.984
WMT,4/10/2015,-0.001,0.005,0.02,0.001,0.492
WMT,4/13/2015,-0.009,-0.002,0.02,0.001,0.746
WMT,4/14/2015,-0.004,-0.005,0.02,0.001,0.873
WMT,4/15/2015,-0.016,-0.001,0.02,0.001,0.936
WMT,4/16/2015,-0.02,-0.003,0.02,0.001,0.968
WMT,4/17/2015,-0.035,-0.005,0.02,0.001,0.984
WMT,4/20/2015,-0.027,-0.007,0.021,0.001,0.992
WMT,4/21/2015,-0.027,-0.003,0.021,0.001,0.996
WMT,4/22/2015,-0.017,-0.012,0.021,0.001,0.998
WMT,4/23/2015,-0.001,-0.01,0.021,0.001,0.999
WMT,4/24/2015,0.025,0.01,0.021,0.001,1
WMT,4/27/2015,0.016,0.014,0.021,0.001,1
WMT,4/28/2015,0.014,0.023,0.021,0,1
WMT,4/29/2015,-0.007,0.017,0.021,0,0.5
WMT,4/30/2015,-0.014,0.018,0.021,0,0.25
WMT,5/1/2015,-0.016,-0.001,0.021,0,0.625
WMT,5/4/2015,-0.002,-0.006,0.021,0,0.812
WMT,5/5/2015,-0.012,-0.006,0.02,0,0.906
WMT,5/6/2015,0.003,-0.006,0.02,0,0.453
WMT,5/7/2015,0.006,-0.008,0.02,0,0.227
WMT,5/8/2015,0.005,-0.001,0.02,0,0.113
WMT,5/11/2015,-0.007,-0.001,0.02,0,0.557
WMT,5/12/2015,0.017,0.003,0.02,0,0.778
WMT,5/13/2015,0.007,-0.002,0.02,0,0.389
WMT,5/14/2015,0.009,-0.004,0.02,0.001,0.195
WMT,5/15/2015,0.009,-0.005,0.02,0.001,0.097
WMT,5/18/2015,0.023,-0.001,0.02,0.001,0.049
WMT,5/19/2015,-0.033,-0.003,0.02,0.001,0.524
WMT,5/20/2015,-0.029,-0.014,0.02,0.001,0.762
WMT,5/21/2015,-0.034,-0.021,0.02,0.001,0.881
WMT,5/22/2015,-0.044,-0.026,0.02,0.001,0.941
WMT,5/26/2015,-0.065,-0.023,0.021,0.001,0.97
WMT,5/27/2015,-0.016,0,0.021,0,0.985
WMT,5/28/2015,-0.014,0.009,0.021,0,0.493
WMT,5/29/2015,-0.024,0.003,0.021,0,0.246
WMT,6/1/2015,-0.015,-0.025,0.021,0,0.623
WMT,6/2/2015,-0.005,0,0.021,0,0.812
WMT,6/3/2015,-0.004,-0.026,0.021,0,0.906
WMT,6/4/2015,-0.009,-0.005,0.021,0,0.953
WMT,6/5/2015,-0.016,0.001,0.021,0,0.476
WMT,6/8/2015,-0.029,-0.009,0.021,0,0.738
WMT,6/9/2015,-0.028,-0.008,0.021,0,0.869
WMT,6/10/2015,-0.027,0.019,0.021,0,0.435
WMT,6/11/2015,-0.016,0.021,0.021,0,0.217
WMT,6/12/2015,-0.009,0.002,0.021,0,0.109
WMT,6/15/2015,-0.009,0.015,0.021,0,0.054
WMT,6/16/2015,-0.002,0.001,0.021,0,0.027
WMT,6/17/2015,-0.003,-0.005,0.021,0,0.514
WMT,6/18/2015,0.001,-0.003,0.021,0,0.257
WMT,6/19/2015,0.004,0.002,0.021,0,0.628
WMT,6/22/2015,0.012,0.006,0.021,0,0.814
WMT,6/23/2015,0.003,0.002,0.021,0,0.907
WMT,6/24/2015,-0.005,-0.014,0.021,0,0.954
WMT,6/25/2015,-0.015,-0.021,0.021,0,0.977
WMT,6/26/2015,-0.009,-0.01,0.021,0,0.988
WMT,6/29/2015,-0.019,-0.025,0.021,0,0.994
WMT,6/30/2015,-0.023,-0.021,0.021,0,0.997
WMT,7/1/2015,-0.007,-0.018,0.021,-0.001,0.999
WMT,7/2/2015,0,-0.021,0.021,-0.001,0.749
WMT,7/6/2015,0.006,-0.013,0.021,-0.001,0.375
WMT,7/7/2015,0.033,0.01,0.021,-0.001,0.687
WMT,7/8/2015,0.03,0.007,0.021,-0.001,0.844
WMT,7/9/2015,0.012,0.004,0.021,-0.001,0.922
WMT,7/10/2015,0.017,0.002,0.021,-0.001,0.961
WMT,7/13/2015,0.018,0.006,0.021,0,0.98
WMT,7/14/2015,0,-0.001,0.021,0,0.74
WMT,7/15/2015,0.008,0.01,0.021,0,0.87
WMT,7/16/2015,0.014,0.005,0.021,0,0.935
WMT,7/17/2015,0.004,0.003,0.021,0,0.968
WMT,7/20/2015,-0.011,-0.004,0.021,0,0.984
WMT,7/21/2015,-0.014,-0.011,0.021,0,0.992
WMT,7/22/2015,-0.007,-0.001,0.021,0,0.996
WMT,7/23/2015,-0.018,-0.012,0.021,0,0.998
WMT,7/24/2015,-0.025,-0.005,0.021,0,0.999
WMT,7/27/2015,-0.024,-0.005,0.021,-0.001,0.999
WMT,7/28/2015,-0.009,-0.004,0.021,0,1
WMT,7/29/2015,-0.013,-0.012,0.021,0,1
WMT,7/30/2015,-0.005,-0.004,0.021,0,1
WMT,7/31/2015,0.006,0.003,0.021,0,1
WMT,8/3/2015,0.011,0.018,0.021,0,1
WMT,8/4/2015,0.002,0.005,0.021,0,1
WMT,8/5/2015,0.024,-0.001,0.021,0,0.5
WMT,8/6/2015,0.015,0.002,0.021,0,0.75
WMT,8/7/2015,-0.004,0.004,0.021,0,0.375
WMT,8/10/2015,-0.003,0.007,0.021,0,0.187
WMT,8/11/2015,0.002,0.017,0.021,0,0.594
WMT,8/12/2015,-0.013,-0.001,0.021,0,0.797
WMT,8/13/2015,-0.009,-0.004,0.021,0,0.898
WMT,8/14/2015,0.016,0.007,0.021,0,0.949
WMT,8/17/2015,0.006,-0.002,0.021,0,0.475
WMT,8/18/2015,-0.035,0.004,0.021,0,0.237
WMT,8/19/2015,-0.057,-0.007,0.021,-0.001,0.619
WMT,8/20/2015,-0.052,-0.007,0.021,-0.001,0.809
WMT,8/21/2015,-0.084,-0.016,0.022,-0.001,0.905
WMT,8/24/2015,-0.117,-0.017,0.023,-0.002,0.952
WMT,8/25/2015,-0.096,-0.005,0.024,-0.002,0.976
WMT,8/26/2015,-0.056,0.006,0.024,-0.002,0.488
WMT,8/27/2015,-0.035,0.014,0.024,-0.003,0.244
WMT,8/28/2015,-0.024,0.029,0.024,-0.003,0.122
WMT,8/31/2015,0.012,0.068,0.024,-0.003,0.561
WMT,9/1/2015,0.011,-0.025,0.024,-0.003,0.281
WMT,9/2/2015,-0.006,-0.025,0.024,-0.003,0.64
WMT,9/3/2015,-0.019,-0.035,0.024,-0.003,0.82
WMT,9/4/2015,-0.016,-0.01,0.024,-0.003,0.91
WMT,9/8/2015,0.025,-0.014,0.024,-0.003,0.455
WMT,9/9/2015,0.02,-0.002,0.024,-0.003,0.228
WMT,9/10/2015,-0.005,-0.002,0.024,-0.003,0.614
WMT,9/11/2015,-0.003,-0.001,0.024,-0.003,0.807
WMT,9/14/2015,0.006,0.011,0.024,-0.003,0.903
WMT,9/15/2015,-0.032,-0.001,0.024,-0.003,0.952
WMT,9/16/2015,-0.007,0.007,0.024,-0.003,0.476
WMT,9/17/2015,0.005,0.001,0.024,-0.003,0.738
WMT,9/18/2015,-0.02,0.005,0.024,-0.003,0.369
WMT,9/21/2015,-0.009,0.006,0.024,-0.003,0.184
WMT,9/22/2015,-0.011,0.006,0.024,-0.003,0.092
WMT,9/23/2015,-0.015,0,0.024,-0.003,0.546
WMT,9/24/2015,-0.01,-0.007,0.024,-0.003,0.773
WMT,9/25/2015,0.007,0.001,0.024,-0.003,0.887
WMT,9/28/2015,-0.001,-0.006,0.024,-0.003,0.943
WMT,9/29/2015,0.003,0,0.024,-0.003,0.972
WMT,9/30/2015,0.017,-0.01,0.024,-0.003,0.486
WMT,10/1/2015,0.007,0.014,0.024,-0.003,0.743
WMT,10/2/2015,0.019,0.012,0.024,-0.003,0.871
WMT,10/5/2015,0.034,0.019,0.024,-0.003,0.936
WMT,10/6/2015,0.029,0.021,0.024,-0.003,0.968
WMT,10/7/2015,0.023,0.014,0.024,-0.003,0.984
WMT,10/8/2015,0.04,0.008,0.025,-0.003,0.992
WMT,10/9/2015,0.026,0,0.025,-0.003,0.496
WMT,10/12/2015,0.016,-0.002,0.025,-0.003,0.248
WMT,10/13/2015,0.016,-0.009,0.025,-0.002,0.124
WMT,10/14/2015,-0.1,-0.012,0.025,-0.003,0.562
WMT,10/15/2015,-0.12,-0.013,0.026,-0.003,0.781
WMT,10/16/2015,-0.124,-0.018,0.027,-0.003,0.89
WMT,10/19/2015,-0.129,-0.016,0.028,-0.004,0.945
WMT,10/20/2015,-0.127,-0.015,0.029,-0.004,0.973
WMT,10/21/2015,-0.023,-0.001,0.029,-0.004,0.986
WMT,10/22/2015,-0.007,-0.002,0.029,-0.005,0.993
WMT,10/23/2015,-0.01,0.005,0.029,-0.005,0.497
WMT,10/26/2015,-0.014,0.01,0.029,-0.005,0.248
WMT,10/27/2015,-0.022,0.018,0.029,-0.005,0.124
WMT,10/28/2015,-0.017,0.022,0.029,-0.005,0.062
WMT,10/29/2015,-0.016,0.027,0.029,-0.005,0.031
WMT,10/30/2015,-0.018,0.028,0.029,-0.005,0.016
WMT,11/2/2015,-0.007,-0.008,0.029,-0.005,0.508
WMT,11/3/2015,0.011,-0.002,0.029,-0.005,0.254
WMT,11/4/2015,0.013,-0.002,0.029,-0.005,0.127
WMT,11/5/2015,0.011,0.004,0.029,-0.005,0.563
WMT,11/6/2015,0.027,0.015,0.029,-0.005,0.782
WMT,11/9/2015,0.015,0.013,0.029,-0.005,0.891
WMT,11/10/2015,0.01,0.01,0.029,-0.005,0.945
WMT,11/11/2015,-0.014,0.005,0.028,-0.006,0.473
WMT,11/12/2015,-0.029,0.001,0.028,-0.006,0.236
WMT,11/13/2015,-0.041,-0.006,0.028,-0.006,0.618
WMT,11/16/2015,-0.011,-0.001,0.028,-0.007,0.809
WMT,11/17/2015,0.021,-0.01,0.027,-0.007,0.405
WMT,11/18/2015,0.057,-0.002,0.028,-0.007,0.202
WMT,11/19/2015,0.064,0,0.028,-0.007,0.601
WMT,11/20/2015,0.063,0.002,0.028,-0.006,0.801
WMT,11/23/2015,0.04,-0.007,0.028,-0.006,0.4
WMT,11/24/2015,0,-0.039,0.028,-0.006,0.45
WMT,11/25/2015,-0.011,-0.055,0.028,-0.007,0.725
WMT,11/27/2015,-0.013,-0.054,0.028,-0.007,0.863
WMT,11/30/2015,-0.021,-0.057,0.028,-0.007,0.931
WMT,12/1/2015,-0.021,0.002,0.028,-0.007,0.466
WMT,12/2/2015,-0.018,-0.003,0.028,-0.007,0.733
WMT,12/3/2015,-0.012,-0.002,0.028,-0.007,0.866
WMT,12/4/2015,0.005,0,0.028,-0.007,0.433
WMT,12/7/2015,0.036,0.011,0.028,-0.007,0.717
WMT,12/8/2015,0.019,0.006,0.028,-0.006,0.858
WMT,12/9/2015,0.013,0.006,0.028,-0.006,0.929
WMT,12/10/2015,0.009,-0.002,0.028,-0.006,0.465
WMT,12/11/2015,-0.005,-0.025,0.028,-0.006,0.732
WMT,12/14/2015,-0.002,-0.025,0.028,-0.006,0.866
WMT,12/15/2015,0,-0.014,0.028,-0.006,0.683
WMT,12/16/2015,0.02,-0.005,0.028,-0.006,0.342
WMT,12/17/2015,-0.01,-0.012,0.028,-0.006,0.671
WMT,12/18/2015,-0.009,0.007,0.028,-0.007,0.335
WMT,12/21/2015,-0.014,-0.001,0.028,-0.007,0.668
WMT,12/22/2015,0.015,0,0.028,-0.007,0.834
WMT,12/23/2015,0.013,-0.012,0.028,-0.007,0.417
WMT,12/24/2015,0.031,0.003,0.028,-0.007,0.708
WMT,12/28/2015,0.032,-0.003,0.028,-0.007,0.354
WMT,12/29/2015,0.034,-0.015,0.028,-0.006,0.177
WMT,12/30/2015,0.019,-0.024,0.028,-0.006,0.089
