symbol,date,act_log_ret,model_h2,mean_log_ret,vol_log_ret,accuracy_model_h2
SNP,2/26/2016,0.016,0.019,0.048,-0.007,0.623
SNP,2/29/2016,-0.018,0,0.048,-0.007,0.812
SNP,3/1/2016,0.067,0.009,0.048,-0.006,0.906
SNP,3/2/2016,0.118,0.018,0.049,-0.006,0.953
SNP,3/3/2016,0.112,0.034,0.049,-0.005,0.976
SNP,3/4/2016,0.113,0.036,0.05,-0.004,0.988
SNP,3/7/2016,0.118,0.048,0.05,-0.004,0.994
SNP,3/8/2016,0.026,0.031,0.05,-0.003,0.997
SNP,3/9/2016,-0.002,0.021,0.05,-0.003,0.499
SNP,3/10/2016,0,0.003,0.05,-0.003,0.499
SNP,3/11/2016,0.007,-0.016,0.05,-0.003,0.25
SNP,3/14/2016,-0.023,-0.017,0.05,-0.003,0.625
SNP,3/15/2016,0.013,0.003,0.05,-0.003,0.812
SNP,3/16/2016,0.012,-0.003,0.05,-0.003,0.406
SNP,3/17/2016,0.023,-0.008,0.05,-0.003,0.203
SNP,3/18/2016,-0.013,-0.02,0.05,-0.003,0.602
SNP,3/21/2016,0.003,-0.017,0.05,-0.003,0.301
SNP,3/22/2016,-0.004,0.002,0.05,-0.003,0.15
SNP,3/23/2016,-0.024,-0.027,0.05,-0.003,0.575
SNP,3/24/2016,-0.035,-0.03,0.05,-0.003,0.788
SNP,3/28/2016,-0.026,-0.019,0.05,-0.003,0.894
SNP,3/29/2016,0.002,-0.014,0.05,-0.003,0.447
SNP,3/30/2016,0.042,-0.001,0.05,-0.003,0.223
SNP,3/31/2016,0.053,-0.013,0.05,-0.003,0.112
SNP,4/1/2016,0.063,0.047,0.05,-0.003,0.556
SNP,4/4/2016,0.037,0.033,0.05,-0.003,0.778
SNP,4/5/2016,0.002,0.025,0.05,-0.004,0.889
SNP,4/6/2016,0.006,0.007,0.05,-0.004,0.944
SNP,4/7/2016,-0.031,0.002,0.05,-0.004,0.472
SNP,4/8/2016,-0.005,0.005,0.05,-0.005,0.236
SNP,4/11/2016,0.032,-0.002,0.049,-0.005,0.118
SNP,4/12/2016,0.072,0.012,0.05,-0.005,0.559
SNP,4/13/2016,0.071,0.01,0.05,-0.004,0.78
SNP,4/14/2016,0.101,0.022,0.05,-0.004,0.89
SNP,4/15/2016,0.042,0.024,0.05,-0.004,0.945
SNP,4/18/2016,0.038,0.016,0.05,-0.004,0.972
SNP,4/19/2016,0.029,0.013,0.05,-0.004,0.986
SNP,4/20/2016,-0.008,-0.01,0.05,-0.004,0.993
SNP,4/21/2016,0.002,-0.027,0.05,-0.004,0.497
SNP,4/22/2016,0.029,-0.02,0.05,-0.004,0.248
SNP,4/25/2016,0.006,-0.019,0.05,-0.005,0.124
SNP,4/26/2016,0.031,-0.045,0.05,-0.005,0.062
SNP,4/27/2016,0.034,-0.056,0.05,-0.005,0.031
SNP,4/28/2016,0.035,-0.068,0.05,-0.005,0.016
SNP,4/29/2016,0.014,-0.077,0.05,-0.005,0.008
RY,1/2/2015,-0.008,0.025,0.019,0.001,0.437
RY,1/5/2015,-0.032,0.016,0.019,0.001,0.218
RY,1/6/2015,-0.048,0.011,0.019,0.001,0.109
RY,1/7/2015,-0.046,0.004,0.019,0.001,0.055
RY,1/8/2015,-0.036,-0.006,0.019,0.001,0.527
RY,1/9/2015,-0.049,-0.005,0.019,0.001,0.764
RY,1/12/2015,-0.045,0.004,0.02,0.001,0.382
RY,1/13/2015,-0.033,0.009,0.02,0.001,0.191
RY,1/14/2015,-0.045,0.005,0.02,0.001,0.095
RY,1/15/2015,-0.059,-0.006,0.02,0,0.548
RY,1/16/2015,-0.034,-0.006,0.02,0,0.774
RY,1/20/2015,-0.03,-0.006,0.02,0,0.887
RY,1/21/2015,-0.031,-0.008,0.02,0,0.943
RY,1/22/2015,-0.037,-0.013,0.021,0,0.972
RY,1/23/2015,-0.021,-0.016,0.02,0,0.986
RY,1/26/2015,-0.031,-0.034,0.02,0,0.993
RY,1/27/2015,-0.016,-0.011,0.02,0,0.996
RY,1/28/2015,-0.04,-0.018,0.02,0,0.998
RY,1/29/2015,-0.025,-0.013,0.02,0,0.999
RY,1/30/2015,-0.071,0.005,0.02,0,0.5
RY,2/2/2015,-0.04,-0.039,0.021,0,0.75
RY,2/3/2015,-0.003,-0.025,0.021,0,0.875
RY,2/4/2015,0,-0.02,0.021,0,0.687
RY,2/5/2015,0.031,-0.009,0.021,0,0.344
RY,2/6/2015,0.07,0.008,0.021,0,0.672
RY,2/9/2015,0.055,0.011,0.021,0,0.836
RY,2/10/2015,0.007,0.001,0.021,0,0.918
RY,2/11/2015,0.028,0.005,0.021,0,0.959
RY,2/12/2015,0.023,-0.004,0.021,0,0.479
RY,2/13/2015,0.025,0.006,0.021,0,0.74
RY,2/17/2015,0.024,0.008,0.021,0,0.87
RY,2/18/2015,0.017,0.003,0.021,0,0.935
RY,2/19/2015,0.018,-0.001,0.021,0,0.467
RY,2/20/2015,-0.023,-0.003,0.021,0,0.734
RY,2/23/2015,-0.042,-0.009,0.021,0,0.867
RY,2/24/2015,-0.044,-0.005,0.021,-0.001,0.933
RY,2/25/2015,0.013,-0.015,0.021,-0.001,0.467
RY,2/26/2015,0.01,-0.017,0.021,0,0.233
RY,2/27/2015,0.033,-0.009,0.022,0,0.117
RY,3/2/2015,0.043,0.005,0.022,0,0.558
RY,3/3/2015,0.029,0.005,0.022,0,0.779
RY,3/4/2015,-0.01,0.002,0.022,0,0.39
RY,3/5/2015,-0.011,-0.008,0.022,0,0.695
RY,3/6/2015,-0.024,-0.003,0.022,0,0.847
RY,3/9/2015,-0.021,-0.012,0.022,0,0.924
RY,3/10/2015,-0.036,-0.005,0.022,0,0.962
RY,3/11/2015,-0.041,-0.013,0.022,-0.001,0.981
RY,3/12/2015,-0.028,-0.02,0.022,-0.001,0.99
RY,3/13/2015,-0.032,-0.014,0.022,-0.001,0.995
RY,3/16/2015,-0.021,-0.019,0.022,-0.001,0.998
RY,3/17/2015,0,0.002,0.022,-0.001,0.749
RY,3/18/2015,0.016,0.002,0.022,-0.001,0.874
RY,3/19/2015,-0.012,0.001,0.022,-0.001,0.437
RY,3/20/2015,0.027,0.011,0.022,-0.001,0.719
RY,3/23/2015,0.026,0.001,0.022,-0.001,0.859
RY,3/24/2015,0.033,0.018,0.022,0,0.93
RY,3/25/2015,0.008,0.012,0.022,-0.001,0.965
RY,3/26/2015,0.025,0.036,0.022,0,0.982
RY,3/27/2015,-0.018,0.021,0.022,-0.001,0.491
RY,3/30/2015,-0.033,0.017,0.023,-0.001,0.246
RY,3/31/2015,-0.021,0.005,0.023,-0.001,0.123
RY,4/1/2015,-0.01,-0.007,0.023,-0.001,0.561
RY,4/2/2015,0.006,-0.02,0.023,-0.001,0.281
RY,4/6/2015,0.035,-0.004,0.023,-0.001,0.14
RY,4/7/2015,0.047,-0.003,0.023,-0.001,0.07
RY,4/8/2015,0.035,-0.001,0.023,-0.001,0.035
RY,4/9/2015,0.039,0.005,0.023,-0.001,0.518
RY,4/10/2015,0.034,0.005,0.023,0,0.759
RY,4/13/2015,0.03,0.002,0.023,0,0.879
RY,4/14/2015,0.034,0.004,0.023,0,0.94
RY,4/15/2015,0.054,0.004,0.024,0,0.97
RY,4/16/2015,0.059,-0.007,0.024,0,0.485
RY,4/17/2015,0.043,-0.006,0.024,0,0.242
RY,4/20/2015,0.043,-0.001,0.024,0.001,0.121
RY,4/21/2015,0.027,0.008,0.024,0.001,0.561
RY,4/22/2015,0.002,0.007,0.024,0.001,0.78
RY,4/23/2015,0.005,0.008,0.024,0.001,0.89
RY,4/24/2015,0.014,0.012,0.024,0.001,0.945
RY,4/27/2015,0.015,0.003,0.024,0.001,0.973
RY,4/28/2015,0.029,0.016,0.024,0.001,0.986
RY,4/29/2015,0.028,0.01,0.024,0.001,0.993
RY,4/30/2015,0.004,0.015,0.024,0.001,0.997
RY,5/1/2015,-0.003,0.033,0.024,0.001,0.498
RY,5/4/2015,-0.002,0.018,0.024,0.001,0.249
RY,5/5/2015,-0.019,0.003,0.024,0.001,0.125
RY,5/6/2015,-0.023,-0.004,0.024,0.001,0.562
RY,5/7/2015,-0.022,-0.008,0.024,0,0.781
RY,5/8/2015,-0.007,-0.01,0.024,0,0.891
RY,5/11/2015,-0.018,-0.009,0.024,0,0.945
RY,5/12/2015,-0.007,0.003,0.024,0,0.473
RY,5/13/2015,-0.003,0.004,0.024,0,0.236
RY,5/14/2015,0.011,0.012,0.024,0,0.618
RY,5/15/2015,0,0.004,0.024,0,0.559
RY,5/18/2015,-0.004,0.007,0.024,0,0.28
RY,5/19/2015,-0.001,0.006,0.024,0,0.14
RY,5/20/2015,-0.005,0,0.024,0,0.57
RY,5/21/2015,0.001,-0.014,0.024,0,0.285
RY,5/22/2015,-0.003,-0.006,0.024,0,0.642
RY,5/26/2015,-0.018,-0.017,0.024,0,0.821
RY,5/27/2015,-0.02,-0.02,0.024,0,0.911
RY,5/28/2015,-0.014,-0.02,0.024,0,0.955
RY,5/29/2015,-0.034,-0.015,0.024,-0.001,0.978
RY,6/1/2015,-0.038,-0.043,0.024,-0.001,0.989
RY,6/2/2015,-0.004,-0.025,0.024,-0.001,0.994
RY,6/3/2015,0.004,-0.021,0.024,-0.001,0.497
RY,6/4/2015,-0.006,-0.005,0.024,-0.001,0.749
RY,6/5/2015,0.005,-0.001,0.024,-0.001,0.374
RY,6/8/2015,0.008,0.012,0.024,-0.001,0.687
RY,6/9/2015,-0.01,0.005,0.024,-0.001,0.344
RY,6/10/2015,-0.01,-0.003,0.024,-0.001,0.672
RY,6/11/2015,-0.005,0.003,0.024,-0.001,0.336
RY,6/12/2015,-0.01,0.011,0.024,-0.001,0.168
RY,6/15/2015,0.002,0.017,0.024,-0.001,0.584
RY,6/16/2015,0.009,0.018,0.024,-0.001,0.792
RY,6/17/2015,-0.001,0.014,0.024,-0.001,0.396
RY,6/18/2015,0,0.011,0.024,-0.001,0.448
RY,6/19/2015,-0.015,0.016,0.024,-0.001,0.224
RY,6/22/2015,-0.01,0.013,0.024,-0.001,0.112
RY,6/23/2015,-0.009,0.01,0.024,-0.001,0.056
RY,6/24/2015,-0.011,-0.001,0.024,-0.001,0.528
RY,6/25/2015,-0.004,-0.006,0.024,-0.001,0.764
RY,6/26/2015,0.018,-0.003,0.024,-0.001,0.382
RY,6/29/2015,-0.019,-0.022,0.024,-0.002,0.691
RY,6/30/2015,-0.033,-0.029,0.024,-0.002,0.845
RY,7/1/2015,-0.028,0.004,0.024,-0.002,0.423
RY,7/2/2015,-0.043,-0.012,0.024,-0.002,0.711
RY,7/6/2015,-0.051,-0.025,0.024,-0.003,0.856
RY,7/7/2015,-0.026,-0.01,0.024,-0.003,0.928
RY,7/8/2015,-0.031,-0.02,0.024,-0.003,0.964
RY,7/9/2015,-0.031,-0.04,0.024,-0.003,0.982
RY,7/10/2015,-0.006,-0.041,0.024,-0.003,0.991
RY,7/13/2015,0,-0.011,0.024,-0.003,0.745
RY,7/14/2015,0.003,0.005,0.024,-0.003,0.873
RY,7/15/2015,0.008,0.023,0.024,-0.003,0.936
RY,7/16/2015,0.012,0.002,0.024,-0.003,0.968
RY,7/17/2015,-0.014,-0.01,0.024,-0.003,0.984
RY,7/20/2015,-0.018,-0.008,0.024,-0.003,0.992
RY,7/21/2015,-0.019,-0.012,0.024,-0.004,0.996
RY,7/22/2015,-0.02,-0.001,0.024,-0.004,0.998
RY,7/23/2015,-0.026,0.008,0.024,-0.004,0.499
RY,7/24/2015,-0.029,0.022,0.025,-0.004,0.25
RY,7/27/2015,-0.038,0.026,0.025,-0.004,0.125
RY,7/28/2015,-0.025,0.03,0.025,-0.004,0.062
RY,7/29/2015,0.007,0.04,0.025,-0.004,0.531
RY,7/30/2015,0.007,0.042,0.025,-0.004,0.766
RY,7/31/2015,0.023,0.068,0.025,-0.004,0.883
RY,8/3/2015,0.025,0.01,0.025,-0.004,0.941
RY,8/4/2015,0.019,-0.007,0.025,-0.004,0.471
RY,8/5/2015,0.005,-0.012,0.025,-0.004,0.235
RY,8/6/2015,0.011,0.012,0.025,-0.003,0.618
RY,8/7/2015,-0.004,0.002,0.025,-0.003,0.309
RY,8/10/2015,0.029,0.004,0.025,-0.003,0.654
RY,8/11/2015,0.006,0.017,0.025,-0.003,0.827
RY,8/12/2015,-0.001,0.007,0.025,-0.003,0.414
RY,8/13/2015,-0.019,0.011,0.025,-0.004,0.207
RY,8/14/2015,-0.002,0.009,0.025,-0.004,0.103
RY,8/17/2015,-0.032,0.019,0.025,-0.004,0.052
RY,8/18/2015,-0.009,0.009,0.025,-0.004,0.026
RY,8/19/2015,-0.012,0.005,0.025,-0.004,0.013
RY,8/20/2015,-0.019,-0.009,0.025,-0.004,0.506
RY,8/21/2015,-0.05,-0.007,0.025,-0.004,0.753
RY,8/24/2015,-0.077,-0.01,0.025,-0.005,0.877
RY,8/25/2015,-0.067,-0.021,0.026,-0.005,0.938
RY,8/26/2015,-0.064,-0.022,0.026,-0.005,0.969
RY,8/27/2015,-0.01,-0.002,0.026,-0.005,0.985
RY,8/28/2015,0.01,0.005,0.026,-0.005,0.992
RY,8/31/2015,0.041,0.019,0.026,-0.005,0.996
RY,9/1/2015,-0.004,-0.01,0.026,-0.005,0.998
RY,9/2/2015,-0.008,-0.006,0.026,-0.005,0.999
RY,9/3/2015,-0.029,-0.021,0.026,-0.005,1
RY,9/4/2015,-0.043,-0.014,0.026,-0.005,1
RY,9/8/2015,-0.016,-0.015,0.026,-0.005,1
RY,9/9/2015,0.013,-0.001,0.026,-0.005,0.5
RY,9/10/2015,0.018,0,0.026,-0.005,0.75
RY,9/11/2015,0.003,-0.001,0.026,-0.005,0.375
RY,9/14/2015,0.024,0.015,0.026,-0.005,0.687
RY,9/15/2015,0.01,0.014,0.026,-0.005,0.844
RY,9/16/2015,0.034,0.018,0.026,-0.005,0.922
RY,9/17/2015,0.027,0.017,0.026,-0.005,0.961
RY,9/18/2015,0.003,0.014,0.026,-0.005,0.98
RY,9/21/2015,0.009,0.006,0.026,-0.005,0.99
RY,9/22/2015,-0.019,-0.001,0.026,-0.005,0.995
RY,9/23/2015,-0.051,-0.013,0.026,-0.005,0.998
RY,9/24/2015,-0.048,-0.011,0.026,-0.005,0.999
RY,9/25/2015,-0.015,-0.018,0.026,-0.005,0.999
RY,9/28/2015,-0.038,-0.026,0.026,-0.005,1
RY,9/29/2015,-0.012,-0.011,0.026,-0.005,1
RY,9/30/2015,0.028,0.004,0.026,-0.005,1
RY,10/1/2015,0.035,0.004,0.027,-0.005,1
RY,10/2/2015,0.012,0.006,0.027,-0.004,1
RY,10/5/2015,0.043,0.014,0.027,-0.004,1
RY,10/6/2015,0.048,0.016,0.027,-0.004,1
RY,10/7/2015,0.026,0.007,0.027,-0.004,1
RY,10/8/2015,0.029,0.018,0.027,-0.004,1
RY,10/9/2015,0.044,0.016,0.027,-0.004,1
RY,10/12/2015,0.021,0.007,0.027,-0.004,1
RY,10/13/2015,0.007,0.01,0.027,-0.003,1
RY,10/14/2015,0.001,0.008,0.027,-0.003,1
RY,10/15/2015,0,0.003,0.027,-0.003,0.75
RY,10/16/2015,0.005,0.002,0.027,-0.003,0.875
RY,10/19/2015,-0.002,-0.008,0.027,-0.003,0.937
RY,10/20/2015,0.011,-0.011,0.027,-0.003,0.469
RY,10/21/2015,0.001,-0.005,0.027,-0.003,0.234
RY,10/22/2015,0.003,-0.006,0.027,-0.003,0.117
RY,10/23/2015,0.001,-0.006,0.027,-0.003,0.059
RY,10/26/2015,0.017,-0.007,0.027,-0.003,0.029
RY,10/27/2015,0.004,-0.014,0.027,-0.003,0.015
RY,10/28/2015,0.024,-0.005,0.027,-0.003,0.007
RY,10/29/2015,0.023,-0.014,0.027,-0.003,0.004
RY,10/30/2015,0.001,-0.018,0.027,-0.003,0.002
RY,11/2/2015,0.001,-0.018,0.027,-0.003,0.001
RY,11/3/2015,0.021,-0.015,0.027,-0.003,0
RY,11/4/2015,0.003,-0.005,0.027,-0.003,0
RY,11/5/2015,0.001,-0.001,0.027,-0.003,0
RY,11/6/2015,0.014,0.008,0.027,-0.003,0.5
RY,11/9/2015,0.005,0.005,0.027,-0.003,0.75
RY,11/10/2015,-0.013,-0.003,0.027,-0.003,0.875
RY,11/11/2015,-0.008,-0.003,0.027,-0.004,0.938
RY,11/12/2015,-0.03,-0.003,0.027,-0.004,0.969
RY,11/13/2015,-0.037,-0.002,0.027,-0.004,0.984
RY,11/16/2015,-0.015,0.003,0.027,-0.004,0.492
RY,11/17/2015,-0.012,0.004,0.027,-0.004,0.246
RY,11/18/2015,-0.01,0.007,0.027,-0.004,0.123
RY,11/19/2015,0.016,0.004,0.027,-0.004,0.562
RY,11/20/2015,0.027,0.001,0.027,-0.004,0.781
RY,11/23/2015,0.002,-0.009,0.027,-0.004,0.39
RY,11/24/2015,-0.002,-0.006,0.027,-0.004,0.695
RY,11/25/2015,-0.002,-0.002,0.027,-0.004,0.848
RY,11/27/2015,-0.017,-0.01,0.027,-0.004,0.924
RY,11/30/2015,-0.003,-0.013,0.027,-0.004,0.962
RY,12/1/2015,0.02,0.002,0.027,-0.004,0.981
RY,12/2/2015,0.018,0.006,0.027,-0.004,0.99
RY,12/3/2015,0.011,0.002,0.027,-0.004,0.995
RY,12/4/2015,0.017,0.015,0.026,-0.003,0.998
RY,12/7/2015,-0.019,0.006,0.026,-0.003,0.499
RY,12/8/2015,-0.052,0.001,0.026,-0.003,0.249
RY,12/9/2015,-0.047,-0.002,0.026,-0.003,0.625
RY,12/10/2015,-0.05,-0.001,0.026,-0.003,0.812
RY,12/11/2015,-0.076,-0.005,0.027,-0.003,0.906
RY,12/14/2015,-0.057,-0.005,0.027,-0.004,0.953
RY,12/15/2015,-0.02,-0.003,0.027,-0.004,0.977
RY,12/16/2015,-0.009,0.001,0.027,-0.004,0.488
RY,12/17/2015,-0.013,-0.005,0.027,-0.004,0.744
RY,12/18/2015,0.003,0.012,0.027,-0.004,0.872
RY,12/21/2015,0.012,0.014,0.027,-0.004,0.936
RY,12/22/2015,-0.004,0.009,0.027,-0.004,0.468
RY,12/23/2015,-0.006,0.009,0.027,-0.004,0.234
RY,12/24/2015,0.016,0.014,0.027,-0.004,0.617
RY,12/28/2015,0.017,0.017,0.027,-0.004,0.809
RY,12/29/2015,0.029,0.02,0.027,-0.004,0.904
RY,12/30/2015,0.019,0.016,0.027,-0.004,0.952
RY,12/31/2015,-0.01,0,0.027,-0.004,0.976
RY,1/4/2016,-0.041,-0.008,0.027,-0.004,0.988
RY,1/5/2016,-0.04,-0.01,0.027,-0.004,0.994
RY,1/6/2016,-0.077,-0.012,0.027,-0.004,0.997
RY,1/7/2016,-0.086,-0.016,0.027,-0.004,0.999
RY,1/8/2016,-0.08,-0.021,0.028,-0.004,0.999
RY,1/11/2016,-0.058,-0.015,0.028,-0.004,1
RY,1/12/2016,-0.046,-0.019,0.028,-0.004,1
RY,1/13/2016,-0.053,-0.01,0.028,-0.004,1
RY,1/14/2016,-0.03,-0.003,0.028,-0.004,1
RY,1/15/2016,-0.071,-0.003,0.028,-0.004,1
RY,1/19/2016,-0.066,0.004,0.028,-0.005,0.5
RY,1/20/2016,-0.095,0.003,0.029,-0.005,0.25
RY,1/21/2016,-0.03,0.006,0.029,-0.005,0.125
RY,1/22/2016,0.028,0.005,0.029,-0.005,0.562
RY,1/25/2016,0.034,0.024,0.029,-0.004,0.781
RY,1/26/2016,0.052,0.022,0.029,-0.004,0.891
RY,1/27/2016,0.088,0.035,0.03,-0.004,0.945
RY,1/28/2016,0.094,0.034,0.03,-0.003,0.973
RY,1/29/2016,0.045,0.03,0.03,-0.003,0.986
RY,2/1/2016,0.085,0.007,0.03,-0.002,0.993
RY,2/2/2016,0.039,0.011,0.031,-0.002,0.997
RY,2/3/2016,0.045,0.013,0.031,-0.002,0.998
RY,2/4/2016,0.021,0.005,0.03,-0.002,0.999
RY,2/5/2016,-0.001,-0.007,0.03,-0.002,1
RY,2/8/2016,-0.028,-0.013,0.03,-0.003,1
RY,2/9/2016,-0.025,-0.018,0.03,-0.003,1
RY,2/10/2016,-0.069,-0.013,0.03,-0.003,1
RY,2/11/2016,-0.101,-0.021,0.031,-0.004,1
RY,2/12/2016,-0.042,-0.023,0.031,-0.004,1
RY,2/16/2016,0.005,-0.015,0.031,-0.004,0.5
RY,2/17/2016,0.059,0.006,0.031,-0.004,0.75
RY,2/18/2016,0.083,0.011,0.032,-0.003,0.875
RY,2/19/2016,0.103,0.024,0.032,-0.003,0.937
RY,2/22/2016,0.05,0.029,0.032,-0.002,0.969
RY,2/23/2016,0.011,0.009,0.032,-0.002,0.984
RY,2/24/2016,-0.043,0.008,0.032,-0.003,0.492
RY,2/25/2016,-0.032,0.006,0.032,-0.003,0.246
RY,2/26/2016,-0.023,0.003,0.032,-0.003,0.123
RY,2/29/2016,-0.011,0.005,0.032,-0.003,0.062
RY,3/1/2016,0.032,-0.019,0.032,-0.003,0.031
RY,3/2/2016,0.053,0.005,0.032,-0.003,0.515
RY,3/3/2016,0.055,0.008,0.033,-0.003,0.758
RY,3/4/2016,0.058,0,0.033,-0.002,0.379
RY,3/7/2016,0.065,0.024,0.033,-0.002,0.689
RY,3/8/2016,0.036,0.03,0.033,-0.001,0.845
RY,3/9/2016,0.056,0.023,0.033,-0.001,0.922
RY,3/10/2016,0.039,0.012,0.033,-0.001,0.961
RY,3/11/2016,0.045,0.004,0.033,-0.001,0.981
RY,3/14/2016,0.028,-0.001,0.033,0,0.49
RY,3/15/2016,0.031,0.01,0.033,0,0.745
RY,3/16/2016,0.029,0.007,0.033,0,0.873
RY,3/17/2016,0.061,0.011,0.034,0,0.936
RY,3/18/2016,0.028,-0.001,0.034,0,0.468
RY,3/21/2016,0.029,-0.009,0.034,0,0.234
RY,3/22/2016,0.029,0.007,0.034,0,0.617
RY,3/23/2016,-0.003,-0.01,0.034,0,0.809
RY,3/24/2016,-0.044,-0.018,0.034,0,0.904
RY,3/28/2016,-0.017,-0.005,0.034,0,0.952
RY,3/29/2016,-0.006,-0.002,0.034,0,0.976
RY,3/30/2016,0.014,0.003,0.034,0,0.988
RY,3/31/2016,0.015,-0.004,0.034,0,0.494
RY,4/1/2016,0.032,0.013,0.034,0,0.747
RY,4/4/2016,0.009,0.002,0.034,0,0.874
RY,4/5/2016,-0.016,0,0.033,0,0.437
RY,4/6/2016,-0.032,-0.007,0.033,-0.001,0.718
RY,4/7/2016,-0.027,-0.007,0.033,-0.001,0.859
RY,4/8/2016,-0.001,0.001,0.033,-0.001,0.43
RY,4/11/2016,0.015,-0.006,0.033,-0.001,0.215
RY,4/12/2016,0.053,0.006,0.033,-0.001,0.607
RY,4/13/2016,0.061,0.001,0.033,-0.001,0.804
RY,4/14/2016,0.072,0.016,0.034,-0.001,0.902
RY,4/15/2016,0.047,0.018,0.034,-0.001,0.951
RY,4/18/2016,0.046,0.017,0.034,-0.001,0.975
RY,4/19/2016,0.041,0.02,0.034,-0.001,0.988
RY,4/20/2016,0.037,0.009,0.034,-0.001,0.994
RY,4/21/2016,0.021,0.002,0.034,-0.001,0.997
RY,4/22/2016,0.024,-0.002,0.034,-0.001,0.498
RY,4/25/2016,0.013,0,0.034,-0.001,0.249
RY,4/26/2016,0.007,-0.017,0.034,-0.001,0.125
RY,4/27/2016,0.003,-0.018,0.034,-0.001,0.062
RY,4/28/2016,0.018,-0.026,0.034,-0.001,0.031
RY,4/29/2016,0.014,-0.032,0.034,-0.001,0.016
AZN,1/2/2015,-0.001,0.002,0.037,0.004,0.285
AZN,1/5/2015,-0.015,-0.013,0.037,0.004,0.642
AZN,1/6/2015,-0.037,-0.012,0.037,0.004,0.821
AZN,1/7/2015,-0.037,-0.012,0.037,0.004,0.911
AZN,1/8/2015,-0.019,-0.015,0.037,0.004,0.955
AZN,1/9/2015,-0.014,-0.015,0.037,0.004,0.978
AZN,1/12/2015,0.013,0.006,0.037,0.004,0.989
AZN,1/13/2015,0.037,0.026,0.037,0.004,0.994
AZN,1/14/2015,0.045,0.017,0.037,0.003,0.997
AZN,1/15/2015,0.032,0.022,0.036,0.003,0.999
AZN,1/16/2015,0.037,0.024,0.036,0.003,0.999
AZN,1/20/2015,0.014,0.018,0.036,0.003,1
AZN,1/21/2015,0.004,0.013,0.036,0.003,1
AZN,1/22/2015,-0.009,-0.008,0.036,0.003,1
AZN,1/23/2015,-0.009,-0.016,0.036,0.003,1
AZN,1/26/2015,-0.021,-0.055,0.036,0.003,1
AZN,1/27/2015,0.002,-0.049,0.036,0.003,0.5
AZN,1/28/2015,-0.001,-0.049,0.036,0.003,0.75
